angle,ldr0,ldr1,ldr2,ldr3,ldr4,ldr5
45.0,295.0,8.0,4.0,44.0,7.0,9.0
45.0,288.0,8.0,4.0,44.0,7.0,8.0
45.0,294.0,7.0,4.0,45.0,7.0,8.0
45.0,293.0,8.0,5.0,44.0,7.0,8.0
45.0,294.0,8.0,4.0,44.0,7.0,9.0
45.0,293.0,8.0,5.0,45.0,6.0,8.0
45.0,294.0,8.0,5.0,44.0,7.0,8.0
45.0,294.0,8.0,5.0,44.0,7.0,8.0
45.0,294.0,8.0,5.0,44.0,7.0,8.0
45.0,294.0,9.0,4.0,44.0,6.0,8.0
45.0,293.0,8.0,4.0,44.0,7.0,8.0
45.0,294.0,8.0,4.0,44.0,7.0,9.0
45.0,294.0,8.0,3.0,44.0,7.0,8.0
45.0,294.0,8.0,4.0,44.0,7.0,9.0
45.0,294.0,8.0,4.0,44.0,7.0,9.0
45.0,294.0,7.0,5.0,44.0,6.0,9.0
50.0,294.0,8.0,5.0,45.0,7.0,8.0
50.0,294.0,8.0,15.0,45.0,6.0,9.0
50.0,294.0,9.0,5.0,44.0,6.0,9.0
50.0,294.0,8.0,4.0,44.0,7.0,9.0
50.0,294.0,9.0,5.0,45.0,7.0,8.0
50.0,294.0,8.0,5.0,44.0,7.0,8.0
50.0,294.0,9.0,4.0,45.0,7.0,9.0
50.0,294.0,8.0,5.0,45.0,6.0,9.0
50.0,294.0,11.0,4.0,44.0,7.0,9.0
50.0,294.0,9.0,4.0,44.0,6.0,8.0
50.0,294.0,8.0,4.0,44.0,6.0,8.0
50.0,294.0,8.0,4.0,45.0,7.0,8.0
50.0,294.0,8.0,4.0,44.0,7.0,8.0
50.0,294.0,8.0,5.0,44.0,7.0,8.0
50.0,294.0,7.0,4.0,44.0,6.0,9.0
50.0,294.0,7.0,4.0,45.0,7.0,8.0
55.0,365.0,23.0,111.0,45.0,7.0,9.0
55.0,433.0,8.0,5.0,47.0,8.0,9.0
55.0,395.0,10.0,5.0,49.0,8.0,8.0
55.0,401.0,10.0,5.0,49.0,7.0,9.0
55.0,400.0,10.0,5.0,49.0,8.0,9.0
55.0,400.0,10.0,5.0,49.0,8.0,9.0
55.0,400.0,10.0,5.0,49.0,7.0,9.0
55.0,400.0,10.0,6.0,50.0,7.0,9.0
55.0,400.0,11.0,6.0,49.0,8.0,8.0
55.0,400.0,10.0,5.0,49.0,8.0,9.0
55.0,400.0,10.0,5.0,49.0,8.0,9.0
55.0,400.0,10.0,5.0,49.0,8.0,9.0
55.0,400.0,10.0,5.0,49.0,8.0,9.0
55.0,400.0,10.0,5.0,50.0,8.0,9.0
55.0,400.0,11.0,5.0,50.0,7.0,9.0
55.0,400.0,11.0,5.0,50.0,8.0,9.0
60.0,422.0,11.0,6.0,51.0,8.0,24.0
60.0,456.0,15.0,23.0,54.0,10.0,9.0
60.0,477.0,21.0,6.0,56.0,12.0,9.0
60.0,480.0,20.0,7.0,56.0,12.0,9.0
60.0,477.0,20.0,6.0,56.0,12.0,9.0
60.0,477.0,20.0,7.0,56.0,11.0,9.0
60.0,477.0,20.0,7.0,55.0,12.0,9.0
60.0,477.0,20.0,6.0,56.0,12.0,8.0
60.0,477.0,20.0,6.0,56.0,12.0,9.0
60.0,477.0,20.0,6.0,55.0,12.0,9.0
60.0,477.0,20.0,7.0,56.0,12.0,9.0
60.0,478.0,20.0,7.0,56.0,12.0,9.0
60.0,477.0,20.0,7.0,56.0,13.0,9.0
60.0,478.0,20.0,7.0,56.0,12.0,9.0
60.0,477.0,20.0,7.0,56.0,12.0,10.0
60.0,477.0,20.0,7.0,56.0,12.0,9.0
65.0,500.0,43.0,8.0,96.0,19.0,9.0
65.0,523.0,77.0,8.0,66.0,30.0,8.0
65.0,512.0,99.0,10.0,68.0,36.0,8.0
65.0,514.0,102.0,9.0,68.0,35.0,8.0
65.0,514.0,101.0,9.0,68.0,35.0,8.0
65.0,514.0,101.0,9.0,68.0,36.0,8.0
65.0,513.0,102.0,9.0,68.0,35.0,8.0
65.0,513.0,101.0,9.0,68.0,35.0,9.0
65.0,513.0,101.0,9.0,68.0,35.0,8.0
65.0,514.0,101.0,9.0,68.0,35.0,8.0
65.0,513.0,101.0,9.0,68.0,35.0,8.0
65.0,513.0,102.0,9.0,68.0,35.0,8.0
65.0,513.0,102.0,9.0,68.0,35.0,8.0
65.0,513.0,101.0,9.0,68.0,36.0,8.0
65.0,513.0,101.0,9.0,68.0,35.0,8.0
65.0,513.0,101.0,9.0,68.0,35.0,8.0
70.0,476.0,137.0,10.0,87.0,50.0,33.0
70.0,415.0,189.0,10.0,75.0,68.0,9.0
70.0,381.0,211.0,11.0,78.0,82.0,9.0
70.0,383.0,208.0,10.0,78.0,78.0,8.0
70.0,383.0,208.0,10.0,78.0,78.0,9.0
70.0,384.0,208.0,11.0,78.0,78.0,9.0
70.0,384.0,208.0,11.0,78.0,78.0,8.0
70.0,383.0,208.0,11.0,77.0,78.0,9.0
70.0,384.0,208.0,11.0,78.0,78.0,9.0
70.0,384.0,207.0,10.0,78.0,78.0,8.0
70.0,384.0,208.0,10.0,78.0,78.0,9.0
70.0,384.0,208.0,11.0,78.0,78.0,9.0
70.0,384.0,208.0,10.0,78.0,78.0,9.0
70.0,384.0,208.0,10.0,77.0,78.0,8.0
70.0,384.0,208.0,10.0,78.0,79.0,8.0
70.0,384.0,209.0,11.0,78.0,79.0,8.0
75.0,445.0,298.0,11.0,85.0,137.0,8.0
75.0,357.0,274.0,12.0,96.0,185.0,10.0
75.0,350.0,318.0,14.0,102.0,210.0,10.0
75.0,350.0,397.0,14.0,102.0,207.0,10.0
75.0,351.0,316.0,14.0,102.0,205.0,10.0
75.0,351.0,316.0,13.0,100.0,205.0,11.0
75.0,351.0,316.0,14.0,101.0,205.0,10.0
75.0,350.0,316.0,13.0,101.0,205.0,10.0
75.0,351.0,316.0,14.0,101.0,205.0,9.0
75.0,350.0,316.0,13.0,101.0,205.0,11.0
75.0,351.0,316.0,13.0,101.0,205.0,10.0
75.0,350.0,316.0,14.0,101.0,205.0,10.0
75.0,350.0,316.0,13.0,101.0,205.0,10.0
75.0,351.0,316.0,14.0,101.0,205.0,10.0
75.0,350.0,316.0,13.0,102.0,205.0,10.0
75.0,350.0,316.0,13.0,101.0,205.0,10.0
80.0,423.0,477.0,13.0,107.0,230.0,30.0
80.0,336.0,519.0,46.0,115.0,285.0,12.0
80.0,329.0,598.0,15.0,121.0,324.0,12.0
80.0,327.0,612.0,15.0,122.0,328.0,13.0
80.0,327.0,612.0,15.0,121.0,328.0,13.0
80.0,327.0,613.0,15.0,122.0,328.0,12.0
80.0,327.0,613.0,14.0,121.0,328.0,13.0
80.0,327.0,612.0,15.0,121.0,328.0,12.0
80.0,327.0,613.0,15.0,122.0,328.0,13.0
80.0,327.0,613.0,15.0,121.0,328.0,13.0
80.0,327.0,612.0,15.0,122.0,328.0,13.0
80.0,327.0,613.0,15.0,122.0,328.0,13.0
80.0,327.0,612.0,15.0,122.0,328.0,13.0
80.0,327.0,612.0,15.0,121.0,328.0,12.0
80.0,327.0,612.0,15.0,122.0,328.0,12.0
80.0,327.0,612.0,15.0,122.0,328.0,12.0
85.0,317.0,657.0,15.0,174.0,427.0,14.0
85.0,290.0,727.0,16.0,140.0,524.0,15.0
85.0,214.0,785.0,17.0,147.0,566.0,16.0
85.0,201.0,799.0,16.0,147.0,567.0,16.0
85.0,201.0,798.0,16.0,147.0,567.0,16.0
85.0,201.0,799.0,16.0,147.0,567.0,17.0
85.0,201.0,799.0,16.0,147.0,567.0,17.0
85.0,201.0,799.0,16.0,147.0,567.0,16.0
85.0,201.0,799.0,16.0,147.0,567.0,16.0
85.0,202.0,799.0,16.0,147.0,567.0,17.0
85.0,201.0,798.0,16.0,147.0,567.0,16.0
85.0,202.0,799.0,16.0,147.0,567.0,16.0
85.0,202.0,799.0,16.0,147.0,567.0,16.0
85.0,202.0,798.0,16.0,147.0,567.0,17.0
85.0,201.0,799.0,16.0,147.0,567.0,17.0
85.0,201.0,798.0,16.0,147.0,567.0,16.0
90.0,153.0,845.0,16.0,155.0,626.0,18.0
90.0,104.0,804.0,17.0,164.0,673.0,21.0
90.0,80.0,789.0,17.0,168.0,685.0,21.0
90.0,87.0,795.0,17.0,166.0,677.0,21.0
90.0,89.0,795.0,17.0,165.0,676.0,20.0
90.0,88.0,795.0,17.0,166.0,676.0,20.0
90.0,89.0,795.0,17.0,166.0,676.0,21.0
90.0,88.0,795.0,16.0,165.0,676.0,21.0
90.0,89.0,796.0,17.0,166.0,676.0,21.0
90.0,89.0,796.0,17.0,166.0,676.0,21.0
90.0,89.0,796.0,17.0,166.0,676.0,21.0
90.0,89.0,796.0,17.0,165.0,676.0,21.0
90.0,89.0,795.0,17.0,166.0,677.0,21.0
90.0,88.0,796.0,17.0,166.0,676.0,21.0
90.0,89.0,796.0,17.0,166.0,676.0,21.0
90.0,88.0,795.0,17.0,166.0,676.0,20.0
95.0,55.0,815.0,46.0,176.0,723.0,25.0
95.0,39.0,784.0,17.0,185.0,739.0,27.0
95.0,35.0,788.0,18.0,188.0,742.0,28.0
95.0,35.0,787.0,18.0,188.0,742.0,28.0
95.0,35.0,787.0,18.0,188.0,742.0,28.0
95.0,35.0,787.0,18.0,188.0,742.0,28.0
95.0,35.0,787.0,18.0,188.0,741.0,28.0
95.0,35.0,787.0,18.0,188.0,741.0,28.0
95.0,35.0,786.0,18.0,188.0,742.0,27.0
95.0,35.0,786.0,17.0,188.0,742.0,28.0
95.0,35.0,787.0,18.0,188.0,741.0,27.0
95.0,35.0,786.0,18.0,188.0,742.0,27.0
95.0,35.0,787.0,18.0,188.0,741.0,28.0
95.0,36.0,787.0,18.0,188.0,742.0,28.0
95.0,35.0,787.0,18.0,187.0,742.0,28.0
95.0,35.0,787.0,17.0,188.0,741.0,28.0
100.0,31.0,805.0,17.0,191.0,761.0,33.0
100.0,28.0,862.0,16.0,219.0,778.0,39.0
100.0,27.0,882.0,16.0,194.0,784.0,40.0
100.0,27.0,881.0,16.0,194.0,784.0,39.0
100.0,27.0,880.0,16.0,195.0,784.0,39.0
100.0,27.0,881.0,16.0,195.0,783.0,40.0
100.0,26.0,881.0,16.0,195.0,784.0,39.0
100.0,27.0,880.0,16.0,194.0,783.0,40.0
100.0,27.0,880.0,16.0,194.0,783.0,40.0
100.0,27.0,880.0,16.0,194.0,784.0,40.0
100.0,27.0,880.0,16.0,195.0,784.0,40.0
100.0,27.0,881.0,17.0,194.0,784.0,40.0
100.0,27.0,881.0,16.0,195.0,784.0,40.0
100.0,27.0,881.0,16.0,195.0,784.0,40.0
100.0,27.0,881.0,16.0,194.0,784.0,39.0
100.0,27.0,880.0,16.0,195.0,784.0,40.0
105.0,24.0,808.0,15.0,198.0,915.0,68.0
105.0,44.0,746.0,15.0,201.0,916.0,109.0
105.0,19.0,720.0,15.0,202.0,837.0,116.0
105.0,19.0,722.0,15.0,201.0,839.0,117.0
105.0,19.0,722.0,15.0,202.0,839.0,117.0
105.0,19.0,722.0,15.0,201.0,839.0,116.0
105.0,20.0,722.0,15.0,201.0,838.0,116.0
105.0,19.0,722.0,15.0,201.0,839.0,117.0
105.0,20.0,723.0,15.0,202.0,839.0,116.0
105.0,19.0,723.0,15.0,202.0,839.0,117.0
105.0,19.0,723.0,15.0,201.0,839.0,116.0
105.0,19.0,723.0,15.0,202.0,839.0,117.0
105.0,19.0,722.0,15.0,202.0,839.0,117.0
105.0,19.0,722.0,14.0,202.0,838.0,116.0
105.0,19.0,722.0,14.0,201.0,838.0,117.0
105.0,20.0,721.0,15.0,201.0,839.0,117.0
110.0,17.0,662.0,31.0,204.0,836.0,192.0
110.0,18.0,577.0,13.0,205.0,827.0,264.0
110.0,43.0,512.0,13.0,205.0,912.0,293.0
110.0,18.0,508.0,13.0,205.0,809.0,294.0
110.0,14.0,614.0,14.0,205.0,809.0,294.0
110.0,15.0,507.0,14.0,205.0,810.0,294.0
110.0,15.0,507.0,13.0,236.0,809.0,295.0
110.0,15.0,507.0,13.0,242.0,810.0,294.0
110.0,15.0,507.0,13.0,205.0,809.0,294.0
110.0,15.0,507.0,14.0,205.0,809.0,417.0
110.0,15.0,507.0,13.0,205.0,810.0,285.0
110.0,15.0,507.0,41.0,205.0,809.0,295.0
110.0,15.0,504.0,22.0,205.0,808.0,297.0
110.0,15.0,504.0,13.0,205.0,810.0,297.0
110.0,40.0,503.0,13.0,205.0,911.0,297.0
110.0,15.0,503.0,13.0,206.0,808.0,298.0
115.0,8.0,427.0,39.0,202.0,650.0,359.0
115.0,11.0,311.0,26.0,195.0,474.0,394.0
115.0,10.0,289.0,11.0,192.0,460.0,400.0
115.0,11.0,291.0,11.0,193.0,461.0,399.0
115.0,11.0,291.0,11.0,193.0,460.0,400.0
115.0,10.0,291.0,11.0,192.0,460.0,399.0
115.0,11.0,291.0,10.0,193.0,461.0,399.0
115.0,10.0,291.0,11.0,192.0,460.0,400.0
115.0,10.0,291.0,11.0,193.0,461.0,399.0
115.0,10.0,291.0,10.0,192.0,460.0,400.0
115.0,10.0,291.0,10.0,193.0,460.0,399.0
115.0,10.0,291.0,11.0,193.0,460.0,400.0
115.0,11.0,291.0,11.0,193.0,460.0,399.0
115.0,11.0,291.0,11.0,192.0,460.0,399.0
115.0,11.0,290.0,11.0,192.0,460.0,400.0
115.0,10.0,291.0,11.0,193.0,460.0,399.0
120.0,37.0,335.0,12.0,187.0,441.0,518.0
120.0,10.0,253.0,30.0,183.0,425.0,494.0
120.0,10.0,251.0,36.0,177.0,419.0,520.0
120.0,9.0,221.0,10.0,175.0,410.0,549.0
120.0,35.0,221.0,9.0,175.0,486.0,550.0
120.0,9.0,282.0,10.0,175.0,407.0,550.0
120.0,10.0,221.0,10.0,175.0,407.0,550.0
120.0,9.0,221.0,10.0,229.0,406.0,550.0
120.0,9.0,221.0,10.0,175.0,406.0,550.0
120.0,9.0,221.0,9.0,175.0,406.0,549.0
120.0,9.0,221.0,0.0,175.0,407.0,550.0
120.0,32.0,221.0,10.0,175.0,497.0,550.0
120.0,0.0,247.0,9.0,175.0,406.0,550.0
120.0,9.0,221.0,9.0,229.0,407.0,550.0
120.0,9.0,221.0,9.0,175.0,406.0,556.0
120.0,9.0,221.0,9.0,175.0,406.0,550.0
125.0,8.0,159.0,8.0,128.0,272.0,806.0
125.0,9.0,109.0,8.0,156.0,186.0,809.0
125.0,8.0,87.0,24.0,149.0,148.0,677.0
125.0,9.0,84.0,7.0,149.0,100.0,678.0
125.0,8.0,124.0,7.0,149.0,146.0,677.0
125.0,8.0,84.0,8.0,149.0,146.0,678.0
125.0,8.0,84.0,7.0,149.0,146.0,677.0
125.0,8.0,83.0,7.0,149.0,195.0,678.0
125.0,23.0,84.0,7.0,149.0,146.0,678.0
125.0,9.0,83.0,7.0,196.0,146.0,678.0
125.0,9.0,84.0,7.0,149.0,145.0,804.0
125.0,8.0,84.0,24.0,149.0,146.0,678.0
125.0,9.0,84.0,8.0,149.0,146.0,678.0
125.0,8.0,112.0,7.0,149.0,146.0,678.0
125.0,8.0,83.0,8.0,149.0,145.0,678.0
125.0,9.0,84.0,7.0,149.0,146.0,678.0
130.0,8.0,43.0,6.0,137.0,63.0,793.0
130.0,8.0,24.0,103.0,128.0,49.0,640.0
130.0,8.0,18.0,6.0,126.0,151.0,628.0
130.0,23.0,18.0,6.0,126.0,45.0,628.0
130.0,8.0,18.0,6.0,125.0,45.0,628.0
130.0,8.0,18.0,6.0,125.0,45.0,628.0
130.0,8.0,19.0,6.0,125.0,70.0,628.0
130.0,8.0,22.0,6.0,128.0,45.0,627.0
130.0,8.0,18.0,6.0,125.0,45.0,690.0
130.0,8.0,18.0,0.0,125.0,46.0,628.0
130.0,23.0,18.0,6.0,125.0,45.0,628.0
130.0,8.0,19.0,6.0,125.0,45.0,628.0
130.0,8.0,19.0,6.0,126.0,45.0,628.0
130.0,8.0,18.0,6.0,125.0,55.0,628.0
130.0,8.0,16.0,6.0,131.0,45.0,628.0
130.0,8.0,18.0,6.0,126.0,45.0,633.0
135.0,8.0,14.0,6.0,161.0,32.0,677.0
135.0,7.0,10.0,12.0,107.0,22.0,535.0
135.0,8.0,7.0,4.0,102.0,46.0,519.0
135.0,8.0,23.0,3.0,102.0,18.0,519.0
135.0,8.0,6.0,4.0,102.0,18.0,500.0
135.0,7.0,6.0,4.0,102.0,84.0,519.0
135.0,8.0,27.0,4.0,102.0,18.0,519.0
135.0,8.0,7.0,4.0,102.0,17.0,592.0
135.0,8.0,7.0,4.0,101.0,28.0,518.0
135.0,7.0,33.0,3.0,102.0,18.0,519.0
135.0,7.0,7.0,4.0,101.0,18.0,623.0
135.0,7.0,6.0,4.0,101.0,20.0,518.0
135.0,0.0,31.0,4.0,102.0,18.0,519.0
135.0,8.0,7.0,4.0,102.0,17.0,626.0
135.0,8.0,6.0,4.0,102.0,18.0,518.0
135.0,16.0,6.0,4.0,102.0,17.0,519.0
140.0,7.0,6.0,2.0,94.0,13.0,498.0
140.0,7.0,4.0,3.0,84.0,9.0,586.0
140.0,7.0,4.0,5.0,80.0,8.0,477.0
140.0,7.0,4.0,4.0,80.0,8.0,478.0
140.0,7.0,4.0,4.0,80.0,9.0,478.0
140.0,7.0,4.0,4.0,80.0,8.0,478.0
140.0,7.0,4.0,5.0,80.0,8.0,478.0
140.0,7.0,4.0,4.0,80.0,8.0,478.0
140.0,7.0,4.0,4.0,79.0,9.0,478.0
140.0,7.0,4.0,4.0,80.0,9.0,478.0
140.0,7.0,4.0,4.0,80.0,9.0,478.0
140.0,7.0,4.0,4.0,80.0,8.0,478.0
140.0,6.0,4.0,5.0,80.0,9.0,478.0
140.0,7.0,3.0,5.0,80.0,9.0,478.0
140.0,7.0,4.0,4.0,80.0,9.0,478.0
140.0,7.0,4.0,4.0,80.0,8.0,478.0
